Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume,,No
Kwun Tong Road Eastbound,Middle Lane,20,South,Y,21/3/2025,55.55,4.322222222,520,,No
Kwun Tong Road Eastbound,Slow Lane,20,South,Y,21/3/2025,54.98888889,2.244444444,139,,No
New Clear Water Bay Road Eastbound,Fast Lane,20,East,Y,21/3/2025,67.38,3.78,384,,No
New Clear Water Bay Road Eastbound,Middle Lane,20,East,Y,21/3/2025,61.22222222,5.266666667,269,,No
New Clear Water Bay Road Eastbound,Slow Lane,20,East,Y,21/3/2025,66.72,2.893333333,209,,No
New Clear Water Bay Road Eastbound,Fast Lane,20,North West,Y,21/3/2025,49.67777778,3.511111111,146,,Yes
New Clear Water Bay Road Eastbound,Slow Lane,20,North West,Y,21/3/2025,47.35555556,5.155555556,227,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,20,South East,Y,21/3/2025,69.7,6.288888889,317,,No
New Clear Water Bay Road Eastbound,Middle Lane,20,South East,Y,21/3/2025,68.08888889,5.066666667,268,,No
New Clear Water Bay Road Eastbound,Slow Lane,20,South East,Y,21/3/2025,61.17777778,5.844444444,39,,No
New Clear Water Bay Road Westbound,Fast Lane,20,South,Y,21/3/2025,60.03333333,4.911111111,198,,No
New Clear Water Bay Road Westbound,Fast Lane,20,North West,Y,21/3/2025,56.8,5,262,,No
New Clear Water Bay Road Westbound,Slow Lane,20,North West,Y,21/3/2025,55.27777778,5.444444444,257,,No
New Clear Water Bay Road Westbound,Fast Lane,20,West,Y,21/3/2025,69,3.9,427,,No
New Clear Water Bay Road Westbound,Slow Lane,20,West,Y,21/3/2025,58.53333333,3.366666667,188,,No
Prince Edward Road Northeastbound,Fast Lane,20,North East,Y,21/3/2025,74.25,4.572222222,713,,No
Prince Edward Road Northeastbound,Slow Lane,20,North East,Y,21/3/2025,70.15,5.272222222,670,,No
Prince Edward Road Northeastbound,Middle Lane,20,North East,Y,21/3/2025,77.82222222,4.733333333,326,,No
Prince Edward Road Southeastbound,Fast Lane,20,South West,Y,21/3/2025,79.65555556,7.488888889,540,,No
Prince Edward Road Southeastbound,Slow Lane,20,South West,Y,21/3/2025,76.44444444,2.211111111,192,,No
Kwun Tong Road Westbound,Middle Lane 3,20,North West,Y,21/3/2025,62.02272727,2.227272727,363,,No
Kwun Tong Road Westbound,Middle Lane 4,20,North West,Y,21/3/2025,62.38636364,4.181818182,725,,No
New Clear Water Bay Road Eastbound,Fast Lane,20,East,N,21/3/2025,72.13333333,2.3,58,,No
New Clear Water Bay Road Eastbound,Slow Lane,20,East,N,21/3/2025,79.23333333,3.833333333,74,,No
Kwun Tong Road Westbound,Fast Lane,20,North West,N,21/3/2025,50.5,2.7,31,,No
Kwun Tong Road Westbound,Middle Lane 1,20,North West,N,21/3/2025,43.7,6.3,44,,Yes
Kwun Tong Road Westbound,Middle Lane 2,20,North West,N,21/3/2025,46.5,7.1,70,,Yes
Kwun Tong Road Westbound,Slow Lane,20,North West,N,21/3/2025,47.1,1.6,13,,Yes
Kwun Tong Road Westbound,Fast Lane,21,North West,Y,21/3/2025,57.55227273,3.779545455,2126,,No
Kwun Tong Road Westbound,Middle Lane 1,21,North West,Y,21/3/2025,53.06818182,3.409090909,1470,,No
Kwun Tong Road Westbound,Middle Lane 2,21,North West,Y,21/3/2025,53.54829545,2.639204545,1248,,No
Kwun Tong Road Westbound,Slow Lane,21,North West,Y,21/3/2025,49.14545455,2.536363636,808,,Yes
Kwun Tong Road Westbound,Fast Lane,21,North,Y,21/3/2025,67.15909091,5.738636364,656,,No
Kwun Tong Road Westbound,Middle Lane,21,North,Y,21/3/2025,67.42045455,3.102272727,425,,No
Kwun Tong Road Westbound,Slow Lane,21,North,Y,21/3/2025,55.94318182,3.204545455,109,,No
Kwun Tong Road Westbound,Middle Lane 3,21,North West,Y,21/3/2025,63.01136364,2.125,356,,No
Kwun Tong Road Westbound,Middle Lane 4,21,North West,Y,21/3/2025,60.71590909,4.443181818,762,,No
Kwun Tong Road Eastbound,Fast Lane,21,South East,Y,21/3/2025,59.89015152,6.045454545,3091,,No
Kwun Tong Road Eastbound,Middle Lane,21,South East,Y,21/3/2025,54.15909091,4.170454545,967,,No
Kwun Tong Road Eastbound,Slow Lane,21,South East,Y,21/3/2025,51.44318182,3.768939394,1759,,No
Kwun Tong Road Eastbound,Middle Lane 1,21,South East,Y,21/3/2025,52.50378788,3.803030303,792,,No
Kwun Tong Road Eastbound,Middle Lane 2,21,South East,Y,21/3/2025,56.43560606,6.890151515,1458,,No
Kwun Tong Road Eastbound,Fast Lane,21,South,Y,21/3/2025,62.96022727,7.767045455,1706,,No
Kwun Tong Road Eastbound,Middle Lane,21,South,Y,21/3/2025,59.57954545,3.545454545,496,,No
Kwun Tong Road Eastbound,Slow Lane,21,South,Y,21/3/2025,56.52272727,1.801136364,137,,No
New Clear Water Bay Road Eastbound,Fast Lane,21,East,Y,21/3/2025,67.6875,3.159090909,403,,No
New Clear Water Bay Road Eastbound,Middle Lane,21,East,Y,21/3/2025,59.89772727,4.886363636,249,,No
New Clear Water Bay Road Eastbound,Slow Lane,21,East,Y,21/3/2025,66.75,3.0625,289,,No
New Clear Water Bay Road Eastbound,Fast Lane,21,North West,Y,21/3/2025,50.59090909,2.988636364,128,,No
New Clear Water Bay Road Eastbound,Slow Lane,21,North West,Y,21/3/2025,47.42045455,5.613636364,246,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,21,South East,Y,21/3/2025,70.36363636,6.204545455,313,,No
New Clear Water Bay Road Eastbound,Middle Lane,21,South East,Y,21/3/2025,68.86363636,4.397727273,246,,No
New Clear Water Bay Road Eastbound,Slow Lane,21,South East,Y,21/3/2025,61.26136364,5.465909091,36,,No
New Clear Water Bay Road Westbound,Fast Lane,21,South,Y,21/3/2025,59.45454545,4.568181818,192,,No
New Clear Water Bay Road Westbound,Fast Lane,21,North West,Y,21/3/2025,57.15909091,4.602272727,242,,No
New Clear Water Bay Road Westbound,Slow Lane,21,North West,Y,21/3/2025,58.04545455,4.636363636,234,,No
New Clear Water Bay Road Westbound,Fast Lane,21,West,Y,21/3/2025,69.09090909,3.676136364,401,,No
New Clear Water Bay Road Westbound,Slow Lane,21,West,Y,21/3/2025,56.78409091,3.386363636,174,,No
Prince Edward Road Northeastbound,Fast Lane,21,North East,Y,21/3/2025,73.30113636,4.857954545,698,,No
Prince Edward Road Northeastbound,Slow Lane,21,North East,Y,21/3/2025,69.53409091,5.653409091,708,,No
Prince Edward Road Northeastbound,Middle Lane,21,North East,Y,21/3/2025,84.04545455,4.795454545,314,,No
Prince Edward Road Southeastbound,Fast Lane,21,South West,Y,21/3/2025,77.07954545,7.965909091,556,,No
Prince Edward Road Southeastbound,Slow Lane,21,South West,Y,21/3/2025,84.98863636,2.715909091,208,,No
Kwun Tong Road Westbound,Fast Lane,22,North West,Y,21/3/2025,58.46222222,3.406666667,2051,,No
Kwun Tong Road Westbound,Middle Lane 1,22,North West,Y,21/3/2025,52.85,3.633333333,1520,,No
Kwun Tong Road Westbound,Middle Lane 2,22,North West,Y,21/3/2025,54.25,2.661111111,1280,,No
Kwun Tong Road Westbound,Slow Lane,22,North West,Y,21/3/2025,49.66888889,2.515555556,846,,Yes
Kwun Tong Road Westbound,Fast Lane,22,North,Y,21/3/2025,69.26666667,4.955555556,559,,No
Kwun Tong Road Westbound,Middle Lane,22,North,Y,21/3/2025,67.88888889,2.7,386,,No
Kwun Tong Road Westbound,Slow Lane,22,North,Y,21/3/2025,57.9,2.766666667,103,,No
Kwun Tong Road Westbound,Middle Lane 3,22,North West,Y,21/3/2025,65.22222222,1.844444444,312,,No
Kwun Tong Road Westbound,Middle Lane 4,22,North West,Y,21/3/2025,62.92222222,4.2,732,,No
Kwun Tong Road Eastbound,Fast Lane,22,South East,Y,21/3/2025,60.57777778,5.927777778,3249,,No
Kwun Tong Road Eastbound,Middle Lane,22,South East,Y,21/3/2025,54.33703704,4.955555556,1033,,No
Kwun Tong Road Eastbound,Slow Lane,22,South East,Y,21/3/2025,50.76666667,4.018518519,1791,,No
Kwun Tong Road Eastbound,Middle Lane 1,22,South East,Y,21/3/2025,53.41481481,2.981481481,685,,No
Kwun Tong Road Eastbound,Middle Lane 2,22,South East,Y,21/3/2025,57.6962963,6.7,1492,,No
Kwun Tong Road Eastbound,Fast Lane,22,South,Y,21/3/2025,65.42222222,6.922222222,1701,,No
Kwun Tong Road Eastbound,Middle Lane,22,South,Y,21/3/2025,59.97222222,2.988888889,508,,No
Kwun Tong Road Eastbound,Slow Lane,22,South,Y,21/3/2025,57.48888889,1.583333333,138,,No
New Clear Water Bay Road Eastbound,Fast Lane,22,East,Y,21/3/2025,68.44444444,3.627777778,495,,No
New Clear Water Bay Road Eastbound,Middle Lane,22,East,Y,21/3/2025,59.87777778,5.722222222,268,,No
New Clear Water Bay Road Eastbound,Slow Lane,22,East,Y,21/3/2025,68.38888889,3.072222222,285,,No
New Clear Water Bay Road Eastbound,Fast Lane,22,North West,Y,21/3/2025,50.75555556,3.955555556,166,,No
New Clear Water Bay Road Eastbound,Slow Lane,22,North West,Y,21/3/2025,45.96666667,4.955555556,221,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,22,South East,Y,21/3/2025,69.09722222,7.25,294,,No
New Clear Water Bay Road Eastbound,Middle Lane,22,South East,Y,21/3/2025,67.23611111,5.472222222,216,,No
New Clear Water Bay Road Eastbound,Slow Lane,22,South East,Y,21/3/2025,62,5.388888889,41,,No
New Clear Water Bay Road Westbound,Fast Lane,22,South,Y,21/3/2025,59.94444444,3.855555556,184,,No
New Clear Water Bay Road Westbound,Fast Lane,22,North West,Y,21/3/2025,59.06666667,4.488888889,243,,No
New Clear Water Bay Road Westbound,Slow Lane,22,North West,Y,21/3/2025,54.16666667,5.133333333,248,,No
New Clear Water Bay Road Westbound,Fast Lane,22,West,Y,21/3/2025,68.32777778,3.361111111,394,,No
New Clear Water Bay Road Westbound,Slow Lane,22,West,Y,21/3/2025,57.07777778,3.177777778,168,,No
Prince Edward Road Northeastbound,Fast Lane,22,North East,Y,21/3/2025,74.88202247,6.219101124,810,,No
Prince Edward Road Northeastbound,Slow Lane,22,North East,Y,21/3/2025,65.97752809,11.30898876,692,,No
Prince Edward Road Northeastbound,Middle Lane,22,North East,Y,21/3/2025,79.23333333,6.1,395,,No
Prince Edward Road Southeastbound,Fast Lane,22,South West,Y,21/3/2025,79,7.2,512,,No
Prince Edward Road Southeastbound,Slow Lane,22,South West,Y,21/3/2025,76,2.044444444,165,,No
Prince Edward Road Northeastbound,Fast Lane,22,North East,N,21/3/2025,64.5,12,13,,No
Prince Edward Road Northeastbound,Slow Lane,22,North East,N,21/3/2025,63,11,15,,No
New Clear Water Bay Road Eastbound,Fast Lane,22,South East,N,21/3/2025,70.38888889,7.5,70,,No
New Clear Water Bay Road Eastbound,Middle Lane,22,South East,N,21/3/2025,63.88888889,4.944444444,51,,No
New Clear Water Bay Road Eastbound,Slow Lane,22,South East,N,21/3/2025,46.22222222,9.444444444,15,,Yes
Kwun Tong Road Westbound,Fast Lane,23,North West,Y,21/3/2025,60.0952381,2.397619048,1332,,No
Kwun Tong Road Westbound,Middle Lane 1,23,North West,Y,21/3/2025,55.29464286,3.172619048,1321,,No
Kwun Tong Road Westbound,Middle Lane 2,23,North West,Y,21/3/2025,57.20535714,2.202380952,938,,No
Kwun Tong Road Westbound,Slow Lane,23,North West,Y,21/3/2025,50.66666667,2.09047619,612,,No
Kwun Tong Road Westbound,Fast Lane,23,North,Y,21/3/2025,72.28571429,2.857142857,327,,No
Kwun Tong Road Westbound,Middle Lane,23,North,Y,21/3/2025,68.4047619,1.928571429,264,,No
Kwun Tong Road Westbound,Slow Lane,23,North,Y,21/3/2025,59.5,2.55952381,84,,No
Kwun Tong Road Westbound,Middle Lane 3,23,North West,Y,21/3/2025,67.45238095,1.154761905,226,,No
Kwun Tong Road Westbound,Middle Lane 4,23,North West,Y,21/3/2025,67.01190476,3.25,561,,No
Kwun Tong Road Eastbound,Fast Lane,23,South East,Y,21/3/2025,63.29166667,4.343253968,2272,,No
Kwun Tong Road Eastbound,Middle Lane,23,South East,Y,21/3/2025,55.92460317,4.158730159,830,,No
Kwun Tong Road Eastbound,Slow Lane,23,South East,Y,21/3/2025,53.1547619,3.367063492,1328,,No
Kwun Tong Road Eastbound,Middle Lane 1,23,South East,Y,21/3/2025,54.91666667,2.726190476,561,,No
Kwun Tong Road Eastbound,Middle Lane 2,23,South East,Y,21/3/2025,59.73015873,5.678571429,1232,,No
Kwun Tong Road Eastbound,Fast Lane,23,South,Y,21/3/2025,67.31547619,5.583333333,1291,,No
Kwun Tong Road Eastbound,Middle Lane,23,South,Y,21/3/2025,61.01190476,2.607142857,411,,No
Kwun Tong Road Eastbound,Slow Lane,23,South,Y,21/3/2025,59.63690476,0.946428571,101,,No
New Clear Water Bay Road Eastbound,Fast Lane,23,East,Y,21/3/2025,68.95238095,2.303571429,297,,No
New Clear Water Bay Road Eastbound,Middle Lane,23,East,Y,21/3/2025,62.61904762,4.702380952,258,,No
New Clear Water Bay Road Eastbound,Slow Lane,23,East,Y,21/3/2025,69.10714286,2.041666667,193,,No
New Clear Water Bay Road Eastbound,Fast Lane,23,North West,Y,21/3/2025,54.26190476,2.595238095,105,,No
New Clear Water Bay Road Eastbound,Slow Lane,23,North West,Y,21/3/2025,51.16666667,3.226190476,134,,No
New Clear Water Bay Road Eastbound,Fast Lane,23,South East,Y,21/3/2025,73.63095238,4.511904762,220,,No
New Clear Water Bay Road Eastbound,Middle Lane,23,South East,Y,21/3/2025,71.79761905,4.845238095,276,,No
New Clear Water Bay Road Eastbound,Slow Lane,23,South East,Y,21/3/2025,58.03571429,7.654761905,42,,No
New Clear Water Bay Road Westbound,Fast Lane,23,South,Y,21/3/2025,60.71428571,3.821428571,149,,No
New Clear Water Bay Road Westbound,Fast Lane,23,North West,Y,21/3/2025,56.64285714,3.345238095,160,,No
New Clear Water Bay Road Westbound,Slow Lane,23,North West,Y,21/3/2025,57.42857143,4.226190476,190,,No
New Clear Water Bay Road Westbound,Fast Lane,23,West,Y,21/3/2025,69.86904762,2.422619048,262,,No
New Clear Water Bay Road Westbound,Slow Lane,23,West,Y,21/3/2025,58.60714286,2.595238095,143,,No
Prince Edward Road Northeastbound,Fast Lane,23,North East,Y,21/3/2025,69.55952381,2.839285714,367,,No
Prince Edward Road Northeastbound,Slow Lane,23,North East,Y,21/3/2025,64.9702381,5.125,549,,No
Prince Edward Road Northeastbound,Middle Lane,23,North East,Y,21/3/2025,64.75,7.488095238,396,,No
Prince Edward Road Southeastbound,Fast Lane,23,South West,Y,21/3/2025,77.28571429,5.154761905,365,,No
Prince Edward Road Southeastbound,Slow Lane,23,South West,Y,21/3/2025,72.97619048,1.55952381,125,,No
Kwun Tong Road Westbound,Fast Lane,0,North West,Y,21/3/2025,58.7,1.7,31,,No
Kwun Tong Road Westbound,Middle Lane 1,0,North West,Y,21/3/2025,56.625,3.75,33,,No
Kwun Tong Road Westbound,Middle Lane 2,0,North West,Y,21/3/2025,53.5,3.25,26,,No
Kwun Tong Road Westbound,Slow Lane,0,North West,Y,21/3/2025,43.9,4.1,23,,Yes
Kwun Tong Road Westbound,Fast Lane,0,North,Y,21/3/2025,77,1,4,,No
Kwun Tong Road Westbound,Middle Lane,0,North,Y,21/3/2025,63,2.5,8,,No
Kwun Tong Road Westbound,Slow Lane,0,North,Y,21/3/2025,53,0,2,,No
Kwun Tong Road Westbound,Middle Lane 3,0,North West,Y,21/3/2025,72.5,0.5,4,,No
Kwun Tong Road Westbound,Middle Lane 4,0,North West,Y,21/3/2025,68,2,11,,No
Kwun Tong Road Eastbound,Fast Lane,0,South East,Y,21/3/2025,68.5,4.416666667,53,,No
Kwun Tong Road Eastbound,Middle Lane,0,South East,Y,21/3/2025,52.33333333,7.166666667,22,,No
Kwun Tong Road Eastbound,Slow Lane,0,South East,Y,21/3/2025,56.58333333,2.833333333,38,,No
Kwun Tong Road Eastbound,Middle Lane 1,0,South East,Y,21/3/2025,49.16666667,1.666666667,11,,Yes
Kwun Tong Road Eastbound,Middle Lane 2,0,South East,Y,21/3/2025,62.33333333,7,28,,No
Kwun Tong Road Eastbound,Fast Lane,0,South,Y,21/3/2025,71.75,8,35,,No
Kwun Tong Road Eastbound,Middle Lane,0,South,Y,21/3/2025,61.75,2.25,8,,No
Kwun Tong Road Eastbound,Slow Lane,0,South,Y,21/3/2025,47.75,2.25,4,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,0,East,Y,21/3/2025,69.75,1.25,4,,No
New Clear Water Bay Road Eastbound,Middle Lane,0,East,Y,21/3/2025,66,4,6,,No
New Clear Water Bay Road Eastbound,Slow Lane,0,East,Y,21/3/2025,76.5,1,3,,No
New Clear Water Bay Road Eastbound,Fast Lane,0,North West,Y,21/3/2025,54.5,0.5,1,,No
New Clear Water Bay Road Eastbound,Slow Lane,0,North West,Y,21/3/2025,62,1,1,,No
New Clear Water Bay Road Eastbound,Fast Lane,0,South East,Y,21/3/2025,69,2,3,,No
New Clear Water Bay Road Eastbound,Middle Lane,0,South East,Y,21/3/2025,80.5,4.5,8,,No
New Clear Water Bay Road Eastbound,Slow Lane,0,South East,Y,21/3/2025,70,0,0,,No
New Clear Water Bay Road Westbound,Fast Lane,0,South,Y,21/3/2025,57,0.5,1,,No
New Clear Water Bay Road Westbound,Fast Lane,0,North West,Y,21/3/2025,50,0,0,,Yes
New Clear Water Bay Road Westbound,Slow Lane,0,North West,Y,21/3/2025,69,3,4,,No
New Clear Water Bay Road Westbound,Fast Lane,0,West,Y,21/3/2025,69.25,0.75,3,,No
New Clear Water Bay Road Westbound,Slow Lane,0,West,Y,21/3/2025,69,1.5,3,,No
Prince Edward Road Northeastbound,Fast Lane,0,North East,Y,21/3/2025,79.75,4.25,15,,No
Prince Edward Road Northeastbound,Slow Lane,0,North East,Y,21/3/2025,62.75,5,11,,No
Prince Edward Road Northeastbound,Middle Lane,0,North East,Y,21/3/2025,94.5,5,9,,No
Prince Edward Road Southeastbound,Fast Lane,0,South West,Y,21/3/2025,93.5,4,7,,No
Prince Edward Road Southeastbound,Slow Lane,0,South West,Y,21/3/2025,82,0.5,1,,No
Kwun Tong Road Westbound,Fast Lane,0,North West,Y,22/3/2025,59.27826087,1.760869565,1065,,No
Kwun Tong Road Westbound,Middle Lane 1,0,North West,Y,22/3/2025,55.74456522,2.296195652,1113,,No
Kwun Tong Road Westbound,Middle Lane 2,0,North West,Y,22/3/2025,56.38858696,1.442934783,742,,No
Kwun Tong Road Westbound,Slow Lane,0,North West,Y,22/3/2025,54.18695652,1.467391304,549,,No
Kwun Tong Road Westbound,Fast Lane,0,North,Y,22/3/2025,73.19565217,2.869565217,350,,No
Kwun Tong Road Westbound,Middle Lane,0,North,Y,22/3/2025,69.97826087,1.913043478,293,,No
Kwun Tong Road Westbound,Slow Lane,0,North,Y,22/3/2025,62.4673913,1.184782609,68,,No
Kwun Tong Road Westbound,Middle Lane 3,0,North West,Y,22/3/2025,70.83695652,1.206521739,216,,No
Kwun Tong Road Westbound,Middle Lane 4,0,North West,Y,22/3/2025,68.18478261,3.141304348,530,,No
Kwun Tong Road Eastbound,Fast Lane,0,South East,Y,22/3/2025,65.02355072,3.108695652,1836,,No
Kwun Tong Road Eastbound,Middle Lane,0,South East,Y,22/3/2025,55.91304348,3.311594203,713,,No
Kwun Tong Road Eastbound,Slow Lane,0,South East,Y,22/3/2025,55.49818841,2.311594203,1121,,No
Kwun Tong Road Eastbound,Middle Lane 1,0,South East,Y,22/3/2025,56.72826087,2.170289855,481,,No
Kwun Tong Road Eastbound,Middle Lane 2,0,South East,Y,22/3/2025,61.26086957,4.942028986,1115,,No
Kwun Tong Road Eastbound,Fast Lane,0,South,Y,22/3/2025,70.13043478,4.054347826,1130,,No
Kwun Tong Road Eastbound,Middle Lane,0,South,Y,22/3/2025,61.64673913,2.27173913,384,,No
Kwun Tong Road Eastbound,Slow Lane,0,South,Y,22/3/2025,57.91847826,1.027173913,92,,No
New Clear Water Bay Road Eastbound,Fast Lane,0,East,Y,22/3/2025,70.04347826,1.152173913,166,,No
New Clear Water Bay Road Eastbound,Middle Lane,0,East,Y,22/3/2025,63.70652174,3.413043478,202,,No
New Clear Water Bay Road Eastbound,Slow Lane,0,East,Y,22/3/2025,69.57608696,1.304347826,122,,No
New Clear Water Bay Road Eastbound,Fast Lane,0,North West,Y,22/3/2025,62.07608696,0.913043478,45,,No
New Clear Water Bay Road Eastbound,Slow Lane,0,North West,Y,22/3/2025,55.7173913,1.858695652,92,,No
New Clear Water Bay Road Eastbound,Fast Lane,0,South East,Y,22/3/2025,73.57608696,1.97826087,120,,No
New Clear Water Bay Road Eastbound,Middle Lane,0,South East,Y,22/3/2025,75.5,2.804347826,196,,No
New Clear Water Bay Road Eastbound,Slow Lane,0,South East,Y,22/3/2025,63.33695652,5.173913043,38,,No
New Clear Water Bay Road Westbound,Fast Lane,0,South,Y,22/3/2025,60.29347826,2.119565217,105,,No
New Clear Water Bay Road Westbound,Fast Lane,0,North West,Y,22/3/2025,56.82608696,1.760869565,99,,No
New Clear Water Bay Road Westbound,Slow Lane,0,North West,Y,22/3/2025,59.0326087,2.858695652,167,,No
New Clear Water Bay Road Westbound,Fast Lane,0,West,Y,22/3/2025,69.48369565,1.652173913,211,,No
New Clear Water Bay Road Westbound,Slow Lane,0,West,Y,22/3/2025,61.2173913,1.695652174,110,,No
Prince Edward Road Northeastbound,Fast Lane,0,North East,Y,22/3/2025,77.72826087,2.22826087,388,,No
Prince Edward Road Northeastbound,Slow Lane,0,North East,Y,22/3/2025,72.31521739,3.130434783,413,,No
Prince Edward Road Northeastbound,Middle Lane,0,North East,Y,22/3/2025,81.9673913,2.880434783,209,,No
Prince Edward Road Southeastbound,Fast Lane,0,South West,Y,22/3/2025,84.35869565,4.27173913,353,,No
Prince Edward Road Southeastbound,Slow Lane,0,South West,Y,22/3/2025,77.31521739,1.22826087,105,,No
Kwun Tong Road Westbound,Fast Lane,1,North West,Y,22/3/2025,60.01489362,1.112765957,757,,No
Kwun Tong Road Westbound,Middle Lane 1,1,North West,Y,22/3/2025,59.30851064,1.521276596,948,,No
Kwun Tong Road Westbound,Middle Lane 2,1,North West,Y,22/3/2025,59.78989362,0.970744681,559,,No
Kwun Tong Road Westbound,Slow Lane,1,North West,Y,22/3/2025,58.14255319,0.827659574,431,,No
Kwun Tong Road Westbound,Fast Lane,1,North,Y,22/3/2025,77.19148936,1.787234043,250,,No
Kwun Tong Road Westbound,Middle Lane,1,North,Y,22/3/2025,71.30851064,1.138297872,194,,No
Kwun Tong Road Westbound,Slow Lane,1,North,Y,22/3/2025,67.80851064,0.212765957,30,,No
Kwun Tong Road Westbound,Middle Lane 3,1,North West,Y,22/3/2025,74.31914894,0.531914894,139,,No
Kwun Tong Road Westbound,Middle Lane 4,1,North West,Y,22/3/2025,72.60638298,2.234042553,452,,No
Kwun Tong Road Eastbound,Fast Lane,1,South East,Y,22/3/2025,65.68971631,1.921985816,1262,,No
Kwun Tong Road Eastbound,Middle Lane,1,South East,Y,22/3/2025,59.37943262,1.992907801,504,,No
Kwun Tong Road Eastbound,Slow Lane,1,South East,Y,22/3/2025,57.9929078,1.388297872,848,,No
Kwun Tong Road Eastbound,Middle Lane 1,1,South East,Y,22/3/2025,59.72340426,1.042553191,354,,No
Kwun Tong Road Eastbound,Middle Lane 2,1,South East,Y,22/3/2025,64.11347518,3.921985816,940,,No
Kwun Tong Road Eastbound,Fast Lane,1,South,Y,22/3/2025,71.21276596,2.909574468,833,,No
Kwun Tong Road Eastbound,Middle Lane,1,South,Y,22/3/2025,66.86702128,0.936170213,311,,No
Kwun Tong Road Eastbound,Slow Lane,1,South,Y,22/3/2025,60.62234043,0.313829787,57,,No
New Clear Water Bay Road Eastbound,Fast Lane,1,East,Y,22/3/2025,71.12903226,0.76344086,118,,No
New Clear Water Bay Road Eastbound,Middle Lane,1,East,Y,22/3/2025,63.56989247,2.838709677,187,,No
New Clear Water Bay Road Eastbound,Slow Lane,1,East,Y,22/3/2025,70.15053763,1.005376344,71,,No
New Clear Water Bay Road Eastbound,Fast Lane,1,North West,Y,22/3/2025,62.13978495,0.76344086,40,,No
New Clear Water Bay Road Eastbound,Slow Lane,1,North West,Y,22/3/2025,60.74193548,0.946236559,53,,No
New Clear Water Bay Road Eastbound,Fast Lane,1,South East,Y,22/3/2025,74.40909091,1.556818182,93,,No
New Clear Water Bay Road Eastbound,Middle Lane,1,South East,Y,22/3/2025,75.59090909,2.454545455,161,,No
New Clear Water Bay Road Eastbound,Slow Lane,1,South East,Y,22/3/2025,68.04545455,0.693181818,20,,No
New Clear Water Bay Road Westbound,Fast Lane,1,South,Y,22/3/2025,59.90322581,1.52688172,74,,No
New Clear Water Bay Road Westbound,Fast Lane,1,North West,Y,22/3/2025,55.85869565,1.065217391,64,,No
New Clear Water Bay Road Westbound,Slow Lane,1,North West,Y,22/3/2025,59.69565217,1.967391304,118,,No
New Clear Water Bay Road Westbound,Fast Lane,1,West,Y,22/3/2025,71.50537634,0.935483871,139,,No
New Clear Water Bay Road Westbound,Slow Lane,1,West,Y,22/3/2025,63.02150538,1.193548387,84,,No
Prince Edward Road Northeastbound,Fast Lane,1,North East,Y,22/3/2025,78.83333333,1.715053763,281,,No
Prince Edward Road Northeastbound,Slow Lane,1,North East,Y,22/3/2025,73.70430108,2.784946237,387,,No
Prince Edward Road Northeastbound,Middle Lane,1,North East,Y,22/3/2025,86.68817204,2.397849462,186,,No
Prince Edward Road Southeastbound,Fast Lane,1,South West,Y,22/3/2025,84.48387097,3.290322581,269,,No
Prince Edward Road Southeastbound,Slow Lane,1,South West,Y,22/3/2025,77.95698925,0.795698925,75,,No
New Clear Water Bay Road Eastbound,Fast Lane,1,South East,N,22/3/2025,72.6,1,4,,No
New Clear Water Bay Road Eastbound,Middle Lane,1,South East,N,22/3/2025,72.6,2,8,,No
New Clear Water Bay Road Eastbound,Slow Lane,1,South East,N,22/3/2025,70,0,0,,No
Kwun Tong Road Westbound,Fast Lane,2,North West,Y,22/3/2025,60.55106383,0.827659574,544,,No
Kwun Tong Road Westbound,Middle Lane 1,2,North West,Y,22/3/2025,58.84840426,0.936170213,705,,No
Kwun Tong Road Westbound,Middle Lane 2,2,North West,Y,22/3/2025,59.74468085,0.67287234,434,,No
Kwun Tong Road Westbound,Slow Lane,2,North West,Y,22/3/2025,57.64893617,0.512765957,342,,No
Kwun Tong Road Westbound,Fast Lane,2,North,Y,22/3/2025,77.53191489,1.244680851,188,,No
Kwun Tong Road Westbound,Middle Lane,2,North,Y,22/3/2025,72.79787234,0.808510638,153,,No
Kwun Tong Road Westbound,Slow Lane,2,North,Y,22/3/2025,68.0106383,0.117021277,23,,No
Kwun Tong Road Westbound,Middle Lane 3,2,North West,Y,22/3/2025,72.5,0.265957447,114,,No
Kwun Tong Road Westbound,Middle Lane 4,2,North West,Y,22/3/2025,73.4787234,1.244680851,312,,No
Kwun Tong Road Eastbound,Fast Lane,2,South East,Y,22/3/2025,65.5480427,1.298932384,971,,No
Kwun Tong Road Eastbound,Middle Lane,2,South East,Y,22/3/2025,61.32269504,1.308510638,396,,No
Kwun Tong Road Eastbound,Slow Lane,2,South East,Y,22/3/2025,59.17793594,0.832740214,670,,No
Kwun Tong Road Eastbound,Middle Lane 1,2,South East,Y,22/3/2025,60.59285714,0.667857143,274,,No
Kwun Tong Road Eastbound,Middle Lane 2,2,South East,Y,22/3/2025,65.64285714,2.628571429,730,,No
Kwun Tong Road Eastbound,Fast Lane,2,South,Y,22/3/2025,72.41489362,2.106382979,672,,No
