Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume
New Clear Water Bay Road Westbound,Slow Lane,19,West,Y,2025-03-22,56.05,4.62,247
Prince Edward Road Northeastbound,Fast Lane,19,North East,Y,2025-03-22,75.38,4.435,738
Prince Edward Road Northeastbound,Slow Lane,19,North East,Y,2025-03-22,70.06,5.555,772
Prince Edward Road Northeastbound,Middle Lane,19,North East,Y,2025-03-22,78.94,4.46,324
Prince Edward Road Southeastbound,Fast Lane,19,South West,Y,2025-03-22,78.12,8.35,649
Prince Edward Road Southeastbound,Slow Lane,19,South West,Y,2025-03-22,78.37,2.97,245
Kwun Tong Road Eastbound,Fast Lane,19,South,N,2025-03-22,60.36842105263158,11.421052631578947,211
Kwun Tong Road Eastbound,Middle Lane,19,South,N,2025-03-22,56.578947368421055,6.7894736842105265,47
Kwun Tong Road Eastbound,Slow Lane,19,South,N,2025-03-22,65.42105263157895,0.9473684210526315,3
Kwun Tong Road Westbound,Fast Lane,20,North West,Y,2025-03-22,55.58932714617169,3.0324825986078885,1704
Kwun Tong Road Westbound,Middle Lane 1,20,North West,Y,2025-03-22,53.96209912536443,3.043731778425656,1287
Kwun Tong Road Westbound,Middle Lane 2,20,North West,Y,2025-03-22,54.19825072886297,2.3935860058309038,1062
Kwun Tong Road Westbound,Slow Lane,20,North West,Y,2025-03-22,50.97447795823666,2.4385150812064964,752
Kwun Tong Road Westbound,Fast Lane,20,North,Y,2025-03-22,67.81818181818181,5.181818181818182,535
Kwun Tong Road Westbound,Middle Lane,20,North,Y,2025-03-22,68.63636363636364,2.5,345
Kwun Tong Road Westbound,Slow Lane,20,North,Y,2025-03-22,58.21590909090909,3.0681818181818183,96
Kwun Tong Road Westbound,Middle Lane 3,20,North West,Y,2025-03-22,63.39772727272727,1.9431818181818181,318
Kwun Tong Road Westbound,Middle Lane 4,20,North West,Y,2025-03-22,62.53409090909091,4.034090909090909,674
Kwun Tong Road Eastbound,Fast Lane,20,South East,Y,2025-03-22,60.43560606060606,4.888257575757576,2785
Kwun Tong Road Eastbound,Middle Lane,20,South East,Y,2025-03-22,55.11363636363637,4.401515151515151,901
Kwun Tong Road Eastbound,Slow Lane,20,South East,Y,2025-03-22,51.53409090909091,3.8806818181818183,1634
Kwun Tong Road Eastbound,Middle Lane 1,20,South East,Y,2025-03-22,53.958333333333336,3.287878787878788,705
Kwun Tong Road Eastbound,Middle Lane 2,20,South East,Y,2025-03-22,56.66287878787879,6.375,1359
Kwun Tong Road Eastbound,Fast Lane,20,South,Y,2025-03-22,63.48863636363637,6.715909090909091,1534
Kwun Tong Road Eastbound,Middle Lane,20,South,Y,2025-03-22,57.22727272727273,3.477272727272727,497
Kwun Tong Road Eastbound,Slow Lane,20,South,Y,2025-03-22,56.57386363636363,1.8636363636363635,144
New Clear Water Bay Road Eastbound,Fast Lane,20,East,Y,2025-03-22,68.66477272727273,3.3181818181818183,420
New Clear Water Bay Road Eastbound,Middle Lane,20,East,Y,2025-03-22,60.26136363636363,5.170454545454546,250
New Clear Water Bay Road Eastbound,Slow Lane,20,East,Y,2025-03-22,68.57954545454545,2.8636363636363638,257
New Clear Water Bay Road Eastbound,Fast Lane,20,North West,Y,2025-03-22,51.67045454545455,2.715909090909091,110
New Clear Water Bay Road Eastbound,Slow Lane,20,North West,Y,2025-03-22,50.70454545454545,4.2272727272727275,187
New Clear Water Bay Road Eastbound,Fast Lane,20,South East,Y,2025-03-22,74.59302325581395,5.825581395348837,303
New Clear Water Bay Road Eastbound,Middle Lane,20,South East,Y,2025-03-22,69.81395348837209,4.0813953488372094,230
New Clear Water Bay Road Eastbound,Slow Lane,20,South East,Y,2025-03-22,62.68604651162791,5.209302325581396,36
New Clear Water Bay Road Westbound,Fast Lane,20,South,Y,2025-03-22,61.05681818181818,5.409090909090909,230
New Clear Water Bay Road Westbound,Fast Lane,20,North West,Y,2025-03-22,55.84090909090909,5.329545454545454,264
New Clear Water Bay Road Westbound,Slow Lane,20,North West,Y,2025-03-22,57.46590909090909,4.568181818181818,235
New Clear Water Bay Road Westbound,Fast Lane,20,West,Y,2025-03-22,69.2784090909091,3.6988636363636362,405
New Clear Water Bay Road Westbound,Slow Lane,20,West,Y,2025-03-22,57.875,3.3068181818181817,169
Prince Edward Road Northeastbound,Fast Lane,20,North East,Y,2025-03-22,75.24431818181819,3.6704545454545454,542
Prince Edward Road Northeastbound,Slow Lane,20,North East,Y,2025-03-22,71.01136363636364,4.409090909090909,557
Prince Edward Road Northeastbound,Middle Lane,20,North East,Y,2025-03-22,80.8409090909091,3.9886363636363638,258
Prince Edward Road Southeastbound,Fast Lane,20,South West,Y,2025-03-22,78.01136363636364,6.7727272727272725,479
Prince Edward Road Southeastbound,Slow Lane,20,South West,Y,2025-03-22,77.81818181818181,2.3863636363636362,194
Kwun Tong Road Westbound,Fast Lane,21,North West,Y,2025-03-22,56.66222222222222,4.144444444444445,2304
Kwun Tong Road Westbound,Middle Lane 1,21,North West,Y,2025-03-22,53.38611111111111,3.863888888888889,1509
Kwun Tong Road Westbound,Middle Lane 2,21,North West,Y,2025-03-22,52.50833333333333,3.1694444444444443,1358
Kwun Tong Road Westbound,Slow Lane,21,North West,Y,2025-03-22,48.75333333333333,2.7533333333333334,881
Kwun Tong Road Westbound,Fast Lane,21,North,Y,2025-03-22,65.32222222222222,5.9,667
Kwun Tong Road Westbound,Middle Lane,21,North,Y,2025-03-22,66.86666666666666,2.9555555555555557,403
Kwun Tong Road Westbound,Slow Lane,21,North,Y,2025-03-22,57.644444444444446,2.888888888888889,109
Kwun Tong Road Westbound,Middle Lane 3,21,North West,Y,2025-03-22,61.32222222222222,2.1333333333333333,372
Kwun Tong Road Westbound,Middle Lane 4,21,North West,Y,2025-03-22,60.32222222222222,4.711111111111111,802
Kwun Tong Road Eastbound,Fast Lane,21,South East,Y,2025-03-22,57.57738095238095,6.571428571428571,3150
Kwun Tong Road Eastbound,Middle Lane,21,South East,Y,2025-03-22,54.233333333333334,4.114814814814815,941
Kwun Tong Road Eastbound,Slow Lane,21,South East,Y,2025-03-22,51.13095238095238,4.23015873015873,1852
Kwun Tong Road Eastbound,Middle Lane 1,21,South East,Y,2025-03-22,53.243589743589745,3.405982905982906,634
Kwun Tong Road Eastbound,Middle Lane 2,21,South East,Y,2025-03-22,54.92307692307692,8.02991452991453,1308
Kwun Tong Road Eastbound,Fast Lane,21,South,Y,2025-03-22,61.361111111111114,8.427777777777777,1890
Kwun Tong Road Eastbound,Middle Lane,21,South,Y,2025-03-22,58.15555555555556,3.6777777777777776,562
Kwun Tong Road Eastbound,Slow Lane,21,South,Y,2025-03-22,56.47222222222222,1.5611111111111111,131
New Clear Water Bay Road Eastbound,Fast Lane,21,East,Y,2025-03-22,67.60112359550561,3.960674157303371,518
New Clear Water Bay Road Eastbound,Middle Lane,21,East,Y,2025-03-22,59.662921348314605,6.640449438202247,346
New Clear Water Bay Road Eastbound,Slow Lane,21,East,Y,2025-03-22,66.9494382022472,3.095505617977528,293
New Clear Water Bay Road Eastbound,Fast Lane,21,North West,Y,2025-03-22,49.52808988764045,3.730337078651685,145
New Clear Water Bay Road Eastbound,Slow Lane,21,North West,Y,2025-03-22,47.359550561797754,5.415730337078652,237
New Clear Water Bay Road Eastbound,Fast Lane,21,South East,Y,2025-03-22,68.65384615384616,5.5,73
New Clear Water Bay Road Eastbound,Middle Lane,21,South East,Y,2025-03-22,67.23076923076923,5.423076923076923,89
New Clear Water Bay Road Eastbound,Slow Lane,21,South East,Y,2025-03-22,55.15384615384615,12.192307692307692,17
New Clear Water Bay Road Westbound,Fast Lane,21,South,Y,2025-03-22,58.89887640449438,6.292134831460674,265
New Clear Water Bay Road Westbound,Fast Lane,21,North West,Y,2025-03-22,56.550561797752806,6.51685393258427,335
New Clear Water Bay Road Westbound,Slow Lane,21,North West,Y,2025-03-22,56.39325842696629,5.685393258426966,269
New Clear Water Bay Road Westbound,Fast Lane,21,West,Y,2025-03-22,66.87640449438203,4.196629213483146,461
New Clear Water Bay Road Westbound,Slow Lane,21,West,Y,2025-03-22,55.0,4.101123595505618,207
Prince Edward Road Northeastbound,Fast Lane,21,North East,Y,2025-03-22,73.82022471910112,4.353932584269663,627
Prince Edward Road Northeastbound,Slow Lane,21,North East,Y,2025-03-22,69.0505617977528,5.067415730337078,617
Prince Edward Road Northeastbound,Middle Lane,21,North East,Y,2025-03-22,81.43820224719101,4.52808988764045,303
Prince Edward Road Southeastbound,Fast Lane,21,South West,Y,2025-03-22,76.95505617977528,7.640449438202247,533
Prince Edward Road Southeastbound,Slow Lane,21,South West,Y,2025-03-22,75.64044943820225,2.7191011235955056,199
Kwun Tong Road Eastbound,Fast Lane,21,South East,N,2025-03-22,64.52777777777777,2.861111111111111,176
Kwun Tong Road Eastbound,Middle Lane 1,21,South East,N,2025-03-22,46.30555555555556,5.611111111111111,154
Kwun Tong Road Eastbound,Middle Lane 2,21,South East,N,2025-03-22,56.638888888888886,4.25,211
Kwun Tong Road Eastbound,Slow Lane,21,South East,N,2025-03-22,44.97222222222222,3.5277777777777777,34
New Clear Water Bay Road Eastbound,Fast Lane,21,South East,N,2025-03-22,71.07936507936508,7.031746031746032,261
New Clear Water Bay Road Eastbound,Middle Lane,21,South East,N,2025-03-22,66.07936507936508,5.777777777777778,216
New Clear Water Bay Road Eastbound,Slow Lane,21,South East,N,2025-03-22,59.36507936507937,7.746031746031746,28
Kwun Tong Road Westbound,Fast Lane,22,North West,Y,2025-03-22,58.75454545454546,3.334090909090909,1890
Kwun Tong Road Westbound,Middle Lane 1,22,North West,Y,2025-03-22,53.86647727272727,3.727272727272727,1521
Kwun Tong Road Westbound,Middle Lane 2,22,North West,Y,2025-03-22,54.21875,2.7755681818181817,1302
Kwun Tong Road Westbound,Slow Lane,22,North West,Y,2025-03-22,50.361363636363635,2.765909090909091,899
Kwun Tong Road Westbound,Fast Lane,22,North,Y,2025-03-22,68.63636363636364,4.886363636363637,569
Kwun Tong Road Westbound,Middle Lane,22,North,Y,2025-03-22,66.97727272727273,2.6136363636363638,382
Kwun Tong Road Westbound,Slow Lane,22,North,Y,2025-03-22,57.60227272727273,2.9204545454545454,89
Kwun Tong Road Westbound,Middle Lane 3,22,North West,Y,2025-03-22,62.47727272727273,1.8181818181818181,290
Kwun Tong Road Westbound,Middle Lane 4,22,North West,Y,2025-03-22,62.61363636363637,3.9204545454545454,680
Kwun Tong Road Eastbound,Fast Lane,22,South East,Y,2025-03-22,56.0625,7.882575757575758,3519
Kwun Tong Road Eastbound,Middle Lane,22,South East,Y,2025-03-22,52.28030303030303,5.15530303030303,1039
Kwun Tong Road Eastbound,Slow Lane,22,South East,Y,2025-03-22,49.566287878787875,4.708333333333333,1882
Kwun Tong Road Eastbound,Middle Lane 1,22,South East,Y,2025-03-22,51.083333333333336,3.6553030303030303,739
Kwun Tong Road Eastbound,Middle Lane 2,22,South East,Y,2025-03-22,54.81439393939394,7.359848484848484,1558
Kwun Tong Road Eastbound,Fast Lane,22,South,Y,2025-03-22,58.19886363636363,9.301136363636363,1836
Kwun Tong Road Eastbound,Middle Lane,22,South,Y,2025-03-22,56.55681818181818,3.5056818181818183,532
Kwun Tong Road Eastbound,Slow Lane,22,South,Y,2025-03-22,55.16477272727273,1.8636363636363635,136
New Clear Water Bay Road Eastbound,Fast Lane,22,East,Y,2025-03-22,66.69047619047619,3.5,417
New Clear Water Bay Road Eastbound,Middle Lane,22,East,Y,2025-03-22,60.56818181818182,6.113636363636363,313
New Clear Water Bay Road Eastbound,Slow Lane,22,East,Y,2025-03-22,66.23214285714286,3.0833333333333335,253
New Clear Water Bay Road Eastbound,Fast Lane,22,North West,Y,2025-03-22,50.89772727272727,3.375,133
New Clear Water Bay Road Eastbound,Slow Lane,22,North West,Y,2025-03-22,48.03409090909091,5.261363636363637,227
New Clear Water Bay Road Eastbound,Fast Lane,22,South East,N,2025-03-22,67.11904761904762,5.714285714285714,137
New Clear Water Bay Road Eastbound,Middle Lane,22,South East,N,2025-03-22,65.88095238095238,6.619047619047619,171
New Clear Water Bay Road Eastbound,Slow Lane,22,South East,N,2025-03-22,55.666666666666664,12.761904761904763,27
New Clear Water Bay Road Westbound,Fast Lane,22,South,Y,2025-03-22,61.03409090909091,5.795454545454546,258
New Clear Water Bay Road Westbound,Fast Lane,22,North West,Y,2025-03-22,58.69318181818182,5.534090909090909,281
New Clear Water Bay Road Westbound,Slow Lane,22,North West,Y,2025-03-22,54.25,5.738636363636363,257
New Clear Water Bay Road Westbound,Fast Lane,22,West,Y,2025-03-22,68.10795454545455,4.363636363636363,454
New Clear Water Bay Road Westbound,Slow Lane,22,West,Y,2025-03-22,56.29545454545455,4.011363636363637,215
Prince Edward Road Northeastbound,Fast Lane,22,North East,Y,2025-03-22,75.0965909090909,4.073863636363637,597
Prince Edward Road Northeastbound,Slow Lane,22,North East,Y,2025-03-22,70.71022727272727,4.454545454545454,559
Prince Edward Road Northeastbound,Middle Lane,22,North East,Y,2025-03-22,77.875,4.534090909090909,304
Prince Edward Road Southeastbound,Fast Lane,22,South West,Y,2025-03-22,78.4659090909091,7.3522727272727275,542
Prince Edward Road Southeastbound,Slow Lane,22,South West,Y,2025-03-22,80.05681818181819,2.409090909090909,195
New Clear Water Bay Road Eastbound,Fast Lane,22,East,N,2025-03-22,65.375,2.5,15
New Clear Water Bay Road Eastbound,Slow Lane,22,East,N,2025-03-22,88.5,3.875,19
New Clear Water Bay Road Eastbound,Fast Lane,22,South East,Y,2025-03-22,70.23913043478261,6.1521739130434785,165
New Clear Water Bay Road Eastbound,Middle Lane,22,South East,Y,2025-03-22,68.34782608695652,5.586956521739131,164
New Clear Water Bay Road Eastbound,Slow Lane,22,South East,Y,2025-03-22,63.108695652173914,4.978260869565218,19
Kwun Tong Road Westbound,Fast Lane,23,North West,Y,2025-03-22,58.826,2.24,1459
Kwun Tong Road Westbound,Middle Lane 1,23,North West,Y,2025-03-22,52.64,3.7925,1319
Kwun Tong Road Westbound,Middle Lane 2,23,North West,Y,2025-03-22,55.1325,2.2275,1116
Kwun Tong Road Westbound,Slow Lane,23,North West,Y,2025-03-22,50.29,3.026,854
Kwun Tong Road Westbound,Fast Lane,23,North,Y,2025-03-22,73.06,3.07,411
Kwun Tong Road Westbound,Middle Lane,23,North,Y,2025-03-22,68.62,1.85,295
Kwun Tong Road Westbound,Slow Lane,23,North,Y,2025-03-22,59.31,2.35,92
Kwun Tong Road Westbound,Middle Lane 3,23,North West,Y,2025-03-22,65.01,1.35,270
Kwun Tong Road Westbound,Middle Lane 4,23,North West,Y,2025-03-22,66.37,2.88,601
Kwun Tong Road Eastbound,Fast Lane,23,South East,Y,2025-03-22,60.858333333333334,4.5633333333333335,2740
Kwun Tong Road Eastbound,Middle Lane,23,South East,Y,2025-03-22,55.093333333333334,4.006666666666667,923
Kwun Tong Road Eastbound,Slow Lane,23,South East,Y,2025-03-22,52.695,3.6616666666666666,1598
Kwun Tong Road Eastbound,Middle Lane 1,23,South East,Y,2025-03-22,53.266666666666666,2.62,602
Kwun Tong Road Eastbound,Middle Lane 2,23,South East,Y,2025-03-22,56.75,7.25,1461
Kwun Tong Road Eastbound,Fast Lane,23,South,Y,2025-03-22,66.04,5.915,1581
Kwun Tong Road Eastbound,Middle Lane,23,South,Y,2025-03-22,60.115,2.9,535
Kwun Tong Road Eastbound,Slow Lane,23,South,Y,2025-03-22,55.56,1.84,141
New Clear Water Bay Road Eastbound,Fast Lane,23,East,Y,2025-03-22,69.575,2.2,335
New Clear Water Bay Road Eastbound,Middle Lane,23,East,Y,2025-03-22,62.67,4.49,275
New Clear Water Bay Road Eastbound,Slow Lane,23,East,Y,2025-03-22,69.465,2.135,207
New Clear Water Bay Road Eastbound,Fast Lane,23,North West,Y,2025-03-22,54.79,2.33,105
New Clear Water Bay Road Eastbound,Slow Lane,23,North West,Y,2025-03-22,51.57,3.13,170
New Clear Water Bay Road Eastbound,Fast Lane,23,South East,Y,2025-03-22,71.55882352941177,3.588235294117647,71
New Clear Water Bay Road Eastbound,Middle Lane,23,South East,Y,2025-03-22,75.44117647058823,3.2058823529411766,79
New Clear Water Bay Road Eastbound,Slow Lane,23,South East,Y,2025-03-22,64.02941176470588,9.794117647058824,19
New Clear Water Bay Road Westbound,Fast Lane,23,South,Y,2025-03-22,59.41,4.32,196
New Clear Water Bay Road Westbound,Fast Lane,23,North West,Y,2025-03-22,56.07,3.41,201
New Clear Water Bay Road Westbound,Slow Lane,23,North West,Y,2025-03-22,57.1,4.17,218
New Clear Water Bay Road Westbound,Fast Lane,23,West,Y,2025-03-22,67.695,3.03,360
New Clear Water Bay Road Westbound,Slow Lane,23,West,Y,2025-03-22,58.02,2.91,177
Prince Edward Road Northeastbound,Fast Lane,23,North East,Y,2025-03-22,77.2,2.82,526
Prince Edward Road Northeastbound,Slow Lane,23,North East,Y,2025-03-22,73.105,3.995,590
Prince Edward Road Northeastbound,Middle Lane,23,North East,Y,2025-03-22,86.12,3.41,266
Prince Edward Road Southeastbound,Fast Lane,23,South West,Y,2025-03-22,80.93,5.25,456
Prince Edward Road Southeastbound,Slow Lane,23,South West,Y,2025-03-22,77.75,1.7,167
New Clear Water Bay Road Eastbound,Fast Lane,23,South East,N,2025-03-22,73.54545454545455,4.954545454545454,184
New Clear Water Bay Road Eastbound,Middle Lane,23,South East,N,2025-03-22,70.53030303030303,4.333333333333333,192
New Clear Water Bay Road Eastbound,Slow Lane,23,South East,N,2025-03-22,62.166666666666664,1.9696969696969697,36
Kwun Tong Road Westbound,Fast Lane,00,North West,Y,2025-03-22,57.4,2.4,31
Kwun Tong Road Westbound,Middle Lane 1,00,North West,Y,2025-03-22,49.375,4.75,36
Kwun Tong Road Westbound,Middle Lane 2,00,North West,Y,2025-03-22,57.375,1.875,23
Kwun Tong Road Westbound,Slow Lane,00,North West,Y,2025-03-22,55.6,1.0,13
Kwun Tong Road Westbound,Fast Lane,00,North,Y,2025-03-22,75.5,0.0,1
Kwun Tong Road Westbound,Middle Lane,00,North,Y,2025-03-22,71.0,0.0,2
Kwun Tong Road Westbound,Slow Lane,00,North,Y,2025-03-22,73.0,1.5,1
Kwun Tong Road Westbound,Middle Lane 3,00,North West,Y,2025-03-22,66.5,0.0,1
Kwun Tong Road Westbound,Middle Lane 4,00,North West,Y,2025-03-22,68.0,4.5,19
Kwun Tong Road Eastbound,Fast Lane,00,South East,Y,2025-03-22,67.0,2.3333333333333335,36
Kwun Tong Road Eastbound,Middle Lane,00,South East,Y,2025-03-22,53.333333333333336,6.166666666666667,17
Kwun Tong Road Eastbound,Slow Lane,00,South East,Y,2025-03-22,50.666666666666664,1.6666666666666667,21
Kwun Tong Road Eastbound,Middle Lane 1,00,South East,Y,2025-03-22,57.166666666666664,2.3333333333333335,12
Kwun Tong Road Eastbound,Middle Lane 2,00,South East,Y,2025-03-22,64.33333333333333,3.1666666666666665,25
Kwun Tong Road Eastbound,Fast Lane,00,South,Y,2025-03-22,74.75,2.5,19
Kwun Tong Road Eastbound,Middle Lane,00,South,Y,2025-03-22,39.75,2.25,6
Kwun Tong Road Eastbound,Slow Lane,00,South,Y,2025-03-22,50.75,2.75,4
New Clear Water Bay Road Eastbound,Fast Lane,00,East,Y,2025-03-22,68.75,0.75,2
New Clear Water Bay Road Eastbound,Middle Lane,00,East,Y,2025-03-22,66.5,2.5,6
New Clear Water Bay Road Eastbound,Slow Lane,00,East,Y,2025-03-22,77.0,1.75,5
New Clear Water Bay Road Eastbound,Fast Lane,00,North West,Y,2025-03-22,52.0,1.0,1
New Clear Water Bay Road Eastbound,Slow Lane,00,North West,Y,2025-03-22,47.0,3.5,4
New Clear Water Bay Road Eastbound,Fast Lane,00,South East,Y,2025-03-22,86.0,3.0,5
New Clear Water Bay Road Eastbound,Middle Lane,00,South East,Y,2025-03-22,75.5,3.5,7
New Clear Water Bay Road Eastbound,Slow Lane,00,South East,Y,2025-03-22,62.5,0.5,1
New Clear Water Bay Road Westbound,Fast Lane,00,South,Y,2025-03-22,56.0,0.5,1
New Clear Water Bay Road Westbound,Fast Lane,00,North West,Y,2025-03-22,54.0,3.0,4
New Clear Water Bay Road Westbound,Slow Lane,00,North West,Y,2025-03-22,63.5,6.0,8
New Clear Water Bay Road Westbound,Fast Lane,00,West,Y,2025-03-22,53.25,1.75,4
New Clear Water Bay Road Westbound,Slow Lane,00,West,Y,2025-03-22,68.0,0.0,1
Prince Edward Road Northeastbound,Fast Lane,00,North East,Y,2025-03-22,74.75,2.0,8
Prince Edward Road Northeastbound,Slow Lane,00,North East,Y,2025-03-22,73.75,2.5,9
Prince Edward Road Northeastbound,Middle Lane,00,North East,Y,2025-03-22,89.0,2.5,5
Prince Edward Road Southeastbound,Fast Lane,00,South West,Y,2025-03-22,82.5,5.5,9
Prince Edward Road Southeastbound,Slow Lane,00,South West,Y,2025-03-22,70.0,1.0,2
Kwun Tong Road Westbound,Fast Lane,00,North West,Y,2025-03-23,58.53414634146341,1.6926829268292682,856
Kwun Tong Road Westbound,Middle Lane 1,00,North West,Y,2025-03-23,56.53048780487805,2.5396341463414633,955
Kwun Tong Road Westbound,Middle Lane 2,00,North West,Y,2025-03-23,57.32012195121951,1.5304878048780488,658
Kwun Tong Road Westbound,Slow Lane,00,North West,Y,2025-03-23,53.59268292682927,2.078048780487805,591
Kwun Tong Road Westbound,Fast Lane,00,North,Y,2025-03-23,75.14634146341463,2.524390243902439,288
Kwun Tong Road Westbound,Middle Lane,00,North,Y,2025-03-23,69.92682926829268,1.5365853658536586,220
Kwun Tong Road Westbound,Slow Lane,00,North,Y,2025-03-23,63.292682926829265,1.3414634146341464,60
Kwun Tong Road Westbound,Middle Lane 3,00,North West,Y,2025-03-23,69.59756097560975,1.0731707317073171,168
Kwun Tong Road Westbound,Middle Lane 4,00,North West,Y,2025-03-23,66.85365853658537,2.792682926829268,439
Kwun Tong Road Eastbound,Fast Lane,00,South East,Y,2025-03-23,63.33130081300813,3.0345528455284554,1604
Kwun Tong Road Eastbound,Middle Lane,00,South East,Y,2025-03-23,55.41463414634146,3.4186991869918697,581
Kwun Tong Road Eastbound,Slow Lane,00,South East,Y,2025-03-23,56.077235772357724,2.3333333333333335,942
Kwun Tong Road Eastbound,Middle Lane 1,00,South East,Y,2025-03-23,56.76829268292683,2.0,391
Kwun Tong Road Eastbound,Middle Lane 2,00,South East,Y,2025-03-23,60.479674796747965,5.09349593495935,1042
Kwun Tong Road Eastbound,Fast Lane,00,South,Y,2025-03-23,69.65853658536585,3.75,937
Kwun Tong Road Eastbound,Middle Lane,00,South,Y,2025-03-23,60.859756097560975,1.8475609756097562,326
Kwun Tong Road Eastbound,Slow Lane,00,South,Y,2025-03-23,58.51219512195122,0.9573170731707317,74
New Clear Water Bay Road Eastbound,Fast Lane,00,East,Y,2025-03-23,69.8957055214724,1.294478527607362,163
New Clear Water Bay Road Eastbound,Middle Lane,00,East,Y,2025-03-23,64.79268292682927,3.792682926829268,207
New Clear Water Bay Road Eastbound,Slow Lane,00,East,Y,2025-03-23,69.95092024539878,1.2576687116564418,113
New Clear Water Bay Road Eastbound,Fast Lane,00,North West,Y,2025-03-23,58.84146341463415,1.2439024390243902,50
New Clear Water Bay Road Eastbound,Slow Lane,00,North West,Y,2025-03-23,54.75609756097561,1.8780487804878048,87
New Clear Water Bay Road Eastbound,Fast Lane,00,South East,Y,2025-03-23,78.12820512820512,2.371794871794872,121
New Clear Water Bay Road Eastbound,Middle Lane,00,South East,Y,2025-03-23,74.3974358974359,3.1025641025641026,193
New Clear Water Bay Road Eastbound,Slow Lane,00,South East,Y,2025-03-23,67.15384615384616,4.641025641025641,16
New Clear Water Bay Road Westbound,Fast Lane,00,South,Y,2025-03-23,60.01219512195122,2.341463414634146,102
New Clear Water Bay Road Westbound,Fast Lane,00,North West,Y,2025-03-23,56.890243902439025,1.8658536585365855,101
New Clear Water Bay Road Westbound,Slow Lane,00,North West,Y,2025-03-23,59.69512195121951,3.3536585365853657,162
New Clear Water Bay Road Westbound,Fast Lane,00,West,Y,2025-03-23,72.97560975609755,1.6158536585365855,195
New Clear Water Bay Road Westbound,Slow Lane,00,West,Y,2025-03-23,61.01219512195122,1.7926829268292683,100
Prince Edward Road Northeastbound,Fast Lane,00,North East,Y,2025-03-23,76.9939024390244,1.774390243902439,298
Prince Edward Road Northeastbound,Slow Lane,00,North East,Y,2025-03-23,72.85975609756098,2.951219512195122,377
Prince Edward Road Northeastbound,Middle Lane,00,North East,Y,2025-03-23,78.90243902439025,2.682926829268293,179
Prince Edward Road Southeastbound,Fast Lane,00,South West,Y,2025-03-23,82.41463414634147,4.390243902439025,314
Prince Edward Road Southeastbound,Slow Lane,00,South West,Y,2025-03-23,79.34146341463415,1.1097560975609757,89
New Clear Water Bay Road Eastbound,Fast Lane,00,South East,N,2025-03-23,70.75,3.25,5
New Clear Water Bay Road Eastbound,Middle Lane,00,South East,N,2025-03-23,92.0,2.0,7
New Clear Water Bay Road Eastbound,Slow Lane,00,South East,N,2025-03-23,60.25,2.25,1
New Clear Water Bay Road Eastbound,Fast Lane,00,East,N,2025-03-23,70.0,0.0,0
New Clear Water Bay Road Eastbound,Slow Lane,00,East,N,2025-03-23,70.0,0.0,0
Kwun Tong Road Westbound,Fast Lane,01,North West,Y,2025-03-23,59.363829787234046,1.1106382978723404,713
Kwun Tong Road Westbound,Middle Lane 1,01,North West,Y,2025-03-23,57.1436170212766,1.4335106382978724,881
Kwun Tong Road Westbound,Middle Lane 2,01,North West,Y,2025-03-23,58.5186170212766,0.9574468085106383,574
Kwun Tong Road Westbound,Slow Lane,01,North West,Y,2025-03-23,55.98085106382979,1.0085106382978724,478
Kwun Tong Road Westbound,Fast Lane,01,North,Y,2025-03-23,77.63829787234043,1.8191489361702127,263
Kwun Tong Road Westbound,Middle Lane,01,North,Y,2025-03-23,69.75531914893617,1.1595744680851063,181
Kwun Tong Road Westbound,Slow Lane,01,North,Y,2025-03-23,67.77659574468085,0.2872340425531915,29
Kwun Tong Road Westbound,Middle Lane 3,01,North West,Y,2025-03-23,71.5,0.5,142
Kwun Tong Road Westbound,Middle Lane 4,01,North West,Y,2025-03-23,71.47872340425532,1.8191489361702127,386
Kwun Tong Road Eastbound,Fast Lane,01,South East,Y,2025-03-23,64.9982269503546,2.118794326241135,1346
Kwun Tong Road Eastbound,Middle Lane,01,South East,Y,2025-03-23,59.191489361702125,2.25531914893617,534
Kwun Tong Road Eastbound,Slow Lane,01,South East,Y,2025-03-23,58.297872340425535,1.1932624113475176,779
Kwun Tong Road Eastbound,Middle Lane 1,01,South East,Y,2025-03-23,59.287234042553195,0.9929078014184397,321
Kwun Tong Road Eastbound,Middle Lane 2,01,South East,Y,2025-03-23,63.716312056737586,3.6099290780141846,1029
Kwun Tong Road Eastbound,Fast Lane,01,South,Y,2025-03-23,72.78191489361703,2.8882978723404253,888
Kwun Tong Road Eastbound,Middle Lane,01,South,Y,2025-03-23,66.22872340425532,0.6914893617021277,281
Kwun Tong Road Eastbound,Slow Lane,01,South,Y,2025-03-23,60.16489361702128,0.2553191489361702,58
New Clear Water Bay Road Eastbound,Fast Lane,01,East,Y,2025-03-23,70.88770053475936,0.5080213903743316,90
New Clear Water Bay Road Eastbound,Middle Lane,01,East,Y,2025-03-23,65.6236559139785,2.193548387096774,158
New Clear Water Bay Road Eastbound,Slow Lane,01,East,Y,2025-03-23,69.8288770053476,0.5614973262032086,69
New Clear Water Bay Road Eastbound,Fast Lane,01,North West,Y,2025-03-23,62.840425531914896,0.5531914893617021,29
New Clear Water Bay Road Eastbound,Slow Lane,01,North West,Y,2025-03-23,62.223404255319146,0.6808510638297872,42
